video_duration_sec,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,text_length,verified_status_verified,author_ban_status_banned,author_ban_status_under review,colleague discovered,colleague learned,colleague read,discovered news,discussion board,friend learned,friend read,internet forum,learned media,media claim,news claim,point view,read media,social media,willing wager
56,717171.0,438664.0,108327.0,3318.0,1982.0,107,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,300840.0,46275.0,9014.0,595.0,349.0,132,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,7115.0,1849.0,491.0,9.0,3.0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4131.0,1618.0,382.0,30.0,6.0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,608607.0,248852.0,90326.0,4131.0,1120.0,107,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
33,34090.0,15945.0,2771.0,184.0,56.0,75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,968626.0,429529.0,124129.0,3599.0,1921.0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,811.0,170.0,18.0,2.0,1.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3026.0,1201.0,176.0,28.0,4.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6866.0,2250.0,70.0,6.0,2.0,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,1597.0,673.0,175.0,2.0,0.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2970.0,1134.0,365.0,14.0,2.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,575033.0,292017.0,27289.0,6650.0,2055.0,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,348780.0,9767.0,1741.0,224.0,85.0,109,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7,933536.0,155152.0,16519.0,1584.0,404.0,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,619472.0,122941.0,13761.0,2816.0,1076.0,88,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8,811844.0,4215.0,735.0,81.0,46.0,86,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16,1414.0,125.0,28.0,0.0,0.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4710.0,1651.0,550.0,25.0,0.0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,6435.0,514.0,83.0,13.0,4.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,801458.0,283323.0,15732.0,4111.0,466.0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,4311.0,50.0,13.0,1.0,0.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,604729.0,215338.0,13060.0,3538.0,2279.0,147,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,5873.0,256.0,0.0,1.0,0.0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6534.0,2048.0,190.0,27.0,7.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,802804.0,235514.0,21252.0,5007.0,74.0,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,223109.0,105943.0,21379.0,1689.0,162.0,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,846593.0,545364.0,42075.0,12866.0,7694.0,90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,8017.0,489.0,20.0,1.0,0.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6552.0,744.0,127.0,8.0,2.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,463029.0,180215.0,46382.0,2047.0,476.0,122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40,132.0,35.0,1.0,0.0,0.0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,713430.0,362636.0,34433.0,3362.0,1876.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,576710.0,119284.0,45808.0,608.0,401.0,100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,482106.0,228292.0,64845.0,1252.0,465.0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,23305.0,7609.0,767.0,87.0,21.0,136,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,1377.0,565.0,90.0,7.0,2.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,363100.0,48572.0,3314.0,124.0,81.0,93,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,514042.0,315433.0,123140.0,4350.0,1198.0,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6224.0,172.0,18.0,2.0,0.0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,231904.0,83966.0,27617.0,1902.0,83.0,97,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
30,955.0,148.0,51.0,3.0,0.0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,685171.0,49508.0,19737.0,959.0,478.0,96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60,873157.0,222286.0,61994.0,2935.0,662.0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,583881.0,248445.0,53236.0,5679.0,3312.0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,3408.0,492.0,190.0,11.0,3.0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6550.0,1099.0,329.0,10.0,3.0,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,123054.0,48665.0,14918.0,936.0,301.0,114,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,729195.0,234220.0,63713.0,895.0,173.0,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,637445.0,49325.0,16493.0,879.0,525.0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,8599.0,2488.0,816.0,1.0,0.0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,469970.0,176631.0,51614.0,2406.0,861.0,86,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59,599.0,24.0,2.0,0.0,0.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,631075.0,284311.0,97442.0,1163.0,354.0,95,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,8182.0,2608.0,959.0,29.0,10.0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,115611.0,26631.0,6203.0,442.0,284.0,97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,574541.0,77827.0,8602.0,1456.0,886.0,118,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5,512046.0,7896.0,2652.0,165.0,47.0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4468.0,1125.0,268.0,13.0,0.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2979.0,956.0,208.0,3.0,1.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,551980.0,46699.0,3087.0,238.0,58.0,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,788681.0,262835.0,32092.0,1898.0,1232.0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,483921.0,88351.0,12788.0,672.0,379.0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2345.0,444.0,88.0,5.0,1.0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,935341.0,450682.0,98809.0,6815.0,3924.0,97,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,8889.0,442.0,6.0,5.0,2.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,191597.0,103298.0,8323.0,1135.0,150.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,8389.0,3329.0,179.0,31.0,7.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,8136.0,3281.0,684.0,7.0,1.0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,950595.0,304743.0,96561.0,1198.0,447.0,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,3932.0,1292.0,244.0,11.0,2.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,388980.0,122087.0,17501.0,435.0,57.0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,6925.0,209.0,11.0,4.0,0.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,6723.0,161.0,39.0,0.0,0.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3627.0,293.0,90.0,6.0,2.0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4181.0,917.0,356.0,2.0,0.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5022.0,455.0,83.0,6.0,2.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,5362.0,1789.0,670.0,2.0,0.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,7218.0,1888.0,344.0,7.0,2.0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,656169.0,421170.0,20982.0,6866.0,628.0,94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,423.0,76.0,7.0,2.0,1.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,109769.0,27032.0,6650.0,657.0,254.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6622.0,2169.0,375.0,21.0,2.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,456164.0,288053.0,60927.0,6836.0,3256.0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,521704.0,279112.0,47440.0,2321.0,517.0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3093.0,796.0,112.0,11.0,2.0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,677111.0,436214.0,16484.0,8227.0,1520.0,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,405225.0,255878.0,62715.0,282.0,160.0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,920058.0,113822.0,38217.0,999.0,241.0,99,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19,593497.0,68324.0,20712.0,1694.0,719.0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6311.0,1400.0,155.0,23.0,5.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,5518.0,1209.0,178.0,1.0,0.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6080.0,2280.0,380.0,53.0,11.0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,575766.0,306583.0,46926.0,6051.0,3323.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,66342.0,32347.0,10839.0,214.0,10.0,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,994.0,265.0,60.0,5.0,1.0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,370008.0,220768.0,11069.0,2383.0,1155.0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,330402.0,171557.0,45777.0,1871.0,355.0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,404.0,25.0,9.0,0.0,0.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,633145.0,305314.0,117399.0,1807.0,859.0,107,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
8,3003.0,1213.0,238.0,25.0,5.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1735.0,428.0,165.0,2.0,0.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,121384.0,46033.0,11613.0,155.0,67.0,119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4320.0,986.0,194.0,23.0,0.0,91,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,8935.0,490.0,160.0,4.0,1.0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,532183.0,65299.0,6908.0,811.0,273.0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,133904.0,67417.0,21082.0,670.0,373.0,101,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,701333.0,434611.0,15476.0,130.0,71.0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,7077.0,1540.0,18.0,6.0,2.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,101.0,42.0,14.0,1.0,0.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1026.0,151.0,38.0,0.0,0.0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5626.0,2384.0,227.0,15.0,3.0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,690529.0,10947.0,248.0,133.0,41.0,102,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,882.0,356.0,4.0,0.0,0.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,351048.0,132612.0,51551.0,1867.0,1001.0,72,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7,889840.0,398430.0,128538.0,387.0,131.0,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,492684.0,276819.0,73367.0,2726.0,860.0,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,151836.0,94696.0,14263.0,1252.0,269.0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,163084.0,80716.0,18528.0,467.0,81.0,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,849529.0,325311.0,118334.0,3067.0,1545.0,120,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24,8876.0,1468.0,102.0,32.0,5.0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,84464.0,51447.0,18237.0,629.0,251.0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,484869.0,72999.0,19676.0,1284.0,626.0,106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,729586.0,82325.0,8927.0,1598.0,820.0,91,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8,4179.0,1276.0,16.0,8.0,2.0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3220.0,923.0,169.0,16.0,4.0,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3652.0,724.0,108.0,18.0,6.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,9782.0,3054.0,928.0,62.0,14.0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2696.0,969.0,140.0,6.0,1.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,567568.0,202381.0,35991.0,4078.0,940.0,111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,4943.0,1856.0,666.0,28.0,2.0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,7086.0,1939.0,579.0,9.0,1.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1564.0,643.0,187.0,10.0,3.0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,67317.0,11341.0,3615.0,41.0,15.0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,975818.0,410229.0,130998.0,9097.0,601.0,66,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,2687.0,497.0,157.0,7.0,2.0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,8174.0,176.0,15.0,4.0,1.0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,159.0,26.0,5.0,0.0,0.0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,32116.0,18642.0,4466.0,206.0,65.0,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,2716.0,670.0,183.0,16.0,2.0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,401024.0,34162.0,2971.0,577.0,260.0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,7385.0,2343.0,101.0,14.0,5.0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,4751.0,677.0,56.0,16.0,6.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,7180.0,1535.0,353.0,8.0,3.0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,779416.0,153805.0,30419.0,1743.0,829.0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,6834.0,1500.0,483.0,33.0,6.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,643.0,35.0,3.0,0.0,0.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,1929.0,547.0,75.0,4.0,0.0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4208.0,1417.0,415.0,11.0,2.0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3141.0,344.0,129.0,4.0,1.0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4750.0,1804.0,14.0,28.0,5.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,500880.0,123211.0,28822.0,1586.0,556.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,149004.0,16756.0,2184.0,215.0,137.0,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,460411.0,202554.0,32525.0,3754.0,1912.0,74,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,15775.0,1993.0,728.0,39.0,8.0,79,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20,9912.0,3468.0,515.0,29.0,8.0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,647823.0,321373.0,24158.0,2456.0,1108.0,107,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52,9390.0,4028.0,308.0,34.0,3.0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,972.0,204.0,33.0,1.0,0.0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9901.0,1083.0,344.0,9.0,3.0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,158222.0,55907.0,2352.0,110.0,59.0,127,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
18,820820.0,496974.0,193626.0,2566.0,819.0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,81189.0,10801.0,1847.0,93.0,53.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,137178.0,28660.0,11396.0,266.0,158.0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3225.0,729.0,129.0,3.0,1.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,99512.0,43262.0,4461.0,202.0,63.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,340725.0,208424.0,75952.0,4635.0,2834.0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,942317.0,417775.0,96346.0,5757.0,1855.0,123,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,120499.0,2409.0,730.0,8.0,5.0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,271987.0,163957.0,14590.0,568.0,340.0,91,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
12,3751.0,406.0,97.0,4.0,0.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,228358.0,19295.0,2332.0,270.0,35.0,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8423.0,2768.0,176.0,57.0,1.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,50067.0,21497.0,2927.0,241.0,11.0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
56,986459.0,423574.0,87446.0,8390.0,5295.0,118,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,831.0,98.0,36.0,0.0,0.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,8457.0,443.0,94.0,9.0,1.0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,687159.0,320482.0,49469.0,7057.0,4183.0,83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,299061.0,22249.0,4050.0,303.0,70.0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,347.0,146.0,10.0,1.0,0.0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,591849.0,360048.0,16745.0,267.0,127.0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,632617.0,10226.0,4022.0,48.0,24.0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,8763.0,1675.0,167.0,18.0,5.0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2465.0,751.0,3.0,7.0,1.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9234.0,2336.0,585.0,45.0,15.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,971357.0,111164.0,13178.0,2338.0,779.0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,54069.0,11800.0,4420.0,264.0,124.0,88,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7,124464.0,8741.0,2857.0,2.0,1.0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,165091.0,26253.0,9249.0,86.0,5.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,2121.0,286.0,110.0,0.0,0.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1808.0,668.0,206.0,14.0,1.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,769936.0,132411.0,25776.0,821.0,174.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,676.0,34.0,11.0,1.0,0.0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,795092.0,513899.0,14995.0,7691.0,2606.0,123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,9306.0,170.0,43.0,3.0,1.0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,411118.0,118634.0,28576.0,2348.0,40.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6189.0,2743.0,778.0,12.0,1.0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6607.0,2813.0,961.0,26.0,5.0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4372.0,1881.0,124.0,35.0,9.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
